updated,cases,todayCases,deaths,todayDeaths,recovered,todayRecovered,active,critical,casesPerOneMillion,deathsPerOneMillion,tests,testsPerOneMillion,population,oneCasePerPeople,oneDeathPerPeople,oneTestPerPeople,activePerOneMillion,recoveredPerOneMillion,criticalPerOneMillion,affectedCountries,extraction_date,data_source,data_type,mortality_rate,recovery_rate,processed_at
2025-10-16 17:25:16.298,704753890,0,7010681,0,675619811,790,22123398,34794,90413,899.4,7026505313,884400.59,7944935131,0,0,0,2784.59,85037.8,4.38,231,2025-10-16 22:57:37.345377,disease.sh,global,0.009947701033618984,0.9586606339980613,2025-10-16 22:57:40.626007
